,aluguel,quartos,endereco,banheiro,vaga,area,bairro,rua
137,   R$ 2.700 /Mês  ,  3   Quartos  ,"Rua José Ramon Urtiza, 181 - Vila Andrade, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  95   m²  , Vila Andrade,"Rua José Ramon Urtiza, 181"
138,   R$ 1.050 /Mês  ,  1   Quarto  ,"Rua Santo Amaro, 240 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  31   m²  , Bela Vista,"Rua Santo Amaro, 240"
139,   R$ 3.200 /Mês  ,  2   Quartos  ,"Rua Alvorada - Vila Olímpia, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  70   m²  , Vila Olímpia,Rua Alvorada
140,   R$ 1.900 /Mês  ,  1   Quarto  ,"Rua da Glória - Liberdade, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  30   m²  , Liberdade,Rua da Glória
141,   R$ 1.500 /Mês  ,  2   Quartos  ,"Avenida Ramalho Ortigão, 200 - Vila Gumercindo, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  100   m²  , Vila Gumercindo,"Avenida Ramalho Ortigão, 200"
142,   R$ 1.000 /Mês  ,  2   Quartos  ,"Rua Ataualpa, 144 - Parque Novo Mundo, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  60   m²  , Parque Novo Mundo,"Rua Ataualpa, 144"
143,   R$ 3.700 /Mês  ,  3   Quartos  ,"Rua Moreira Cardoso - Jardim Aeroporto, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  150   m²  , Jardim Aeroporto,Rua Moreira Cardoso
144,   R$ 12.000 /Mês    R$ 1.900.000   ,  4   Quartos  ,"Rua Topázio, 947 - Vila Mariana, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  390   m²  , Vila Mariana,"Rua Topázio, 947"
145,   R$ 900 /Mês  ,  2   Quartos  ,"Avenida Professor Cardozo de Mello Neto, 136 - Jardim Santa Terezinha (Pedreira), São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  50   m²  , Jardim Santa Terezinha (Pedreira),"Avenida Professor Cardozo de Mello Neto, 136"
146,   R$ 20.000 /Mês    R$ 4.000.000   ,  4   Quartos  ,"Rua Palmares, 650 - Brooklin Paulista, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  647   m²  , Brooklin Paulista,"Rua Palmares, 650"
147,   R$ 1.300 /Mês  ,  3   Quartos  ,"Rua Rifaina, 550 - Vila Anglo Brasileira, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  60   m²  , Vila Anglo Brasileira,"Rua Rifaina, 550"
148,   R$ 45.000 /Mês    R$ 8.900.000   ,  4   Quartos  ,"Jardim Europa, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  445   m²  , SP,"Jardim Europa, São Paulo"
149,   R$ 6.500 /Mês    R$ 2.050.000   ,  4   Quartos  ,"Rua Frei Henrique de Coimbra - Água Branca, São Paulo - SP",  3   Banheiros  ,  5   Vagas  ,  400   m²  , Água Branca,Rua Frei Henrique de Coimbra
150,   R$ 8.000 /Mês  ,  2   Quartos  ,"Rua Cerro Corá, 100 - Vila Romana, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  90   m²  , Vila Romana,"Rua Cerro Corá, 100"
151,   R$ 2.200 /Mês  ,  3   Quartos  ,"Rua Clotilde Orsolini Morana, 112 - Jardim Sandra, São Paulo - SP",  2   Banheiros  ,  3   Vagas  ,  340   m²  , Jardim Sandra,"Rua Clotilde Orsolini Morana, 112"
152,   R$ 9.500 /Mês  ,  2   Quartos  ,"Rua Bernarda Luiz, 164 - Vila Madalena, São Paulo - SP",  3   Banheiros  ,  --   Vaga  ,  180   m²  , Vila Madalena,"Rua Bernarda Luiz, 164"
153,   R$ 8.000 /Mês  ,  11   Quartos  ,"Rua Estevão Baião - Vila Congonhas, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  369   m²  , Vila Congonhas,Rua Estevão Baião
154,   R$ 4.500 /Mês    R$ 1.100.000   ,  2   Quartos  ,"Rua Enxovia - Vila São Francisco (Zona Sul), São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  160   m²  , Vila São Francisco (Zona Sul),Rua Enxovia
155,   R$ 3.000 /Mês    R$ 397.000   ,  5   Quartos  ,"Rua César Pena Ramos, 1744 - Vila Santa Maria, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  165   m²  , Vila Santa Maria,"Rua César Pena Ramos, 1744"
156,   R$ 1.100 /Mês  ,  1   Quarto  ,"Parque São Luís, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  40   m²  , SP,"Parque São Luís, São Paulo"
157,   R$ 3.200 /Mês    R$ 785.000   ,  2   Quartos  ,"Rua Lydia Simões Cabral - Indianópolis, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  90   m²  , Indianópolis,Rua Lydia Simões Cabral
158,   R$ 1.096 /Mês  ,  1   Quarto  ,"Rua Barão de Melgaço, 29 - Real Parque, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  50   m²  , Real Parque,"Rua Barão de Melgaço, 29"
159,   R$ 30.000 /Mês    R$ 6.500.000   ,  4   Quartos  ,"Vila Morumbi, São Paulo - SP",  5   Banheiros  ,  10   Vagas  ,  713   m²  , SP,"Vila Morumbi, São Paulo"
160,   R$ 20.000 /Mês  ,  4   Quartos  ,"Rua Simpatia - Jardim das Bandeiras, São Paulo - SP",  3   Banheiros  ,  4   Vagas  ,  650   m²  , Jardim das Bandeiras,Rua Simpatia
161,   R$ 4.300 /Mês    R$ 990.000   ,  3   Quartos  ,"Rua dos Chanes - Indianópolis, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  106   m²  , Indianópolis,Rua dos Chanes
162,   R$ 1.250 /Mês  ,  2   Quartos  ,"Rua Joaquim do Lago, 182 - Balneário Mar Paulista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  50   m²  , Balneário Mar Paulista,"Rua Joaquim do Lago, 182"
163,   R$ 7.000 /Mês    R$ 1.590.000   ,  3   Quartos  ,"Avenida Cardeal Motta - City América, São Paulo - SP",  5   Banheiros  ,  5   Vagas  ,  350   m²  , City América,Avenida Cardeal Motta
164,   R$ 13.000 /Mês    R$ 1.990.000   ,  4   Quartos  ,"Rua Jorge Tibiriçá - Vila Mariana, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  182   m²  , Vila Mariana,Rua Jorge Tibiriçá
165,   R$ 2.000 /Mês  ,  2   Quartos  ,"Rua Correia de Lemos - Chácara Inglesa, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  90   m²  , Chácara Inglesa,Rua Correia de Lemos
166,   R$ 11.000 /Mês    R$ 2.600.000   ,  4   Quartos  ,"Rua Fonseca da Costa - Bosque da Saúde, São Paulo - SP",  6   Banheiros  ,  12   Vagas  ,  650   m²  , Bosque da Saúde,Rua Fonseca da Costa
167,   R$ 45.000 /Mês    R$ 8.900.000   ,  4   Quartos  ,"Rua Campo Verde - Jardim Europa, São Paulo - SP",  6   Banheiros  ,  4   Vagas  ,  490   m²  , Jardim Europa,Rua Campo Verde
168,   R$ 2.900 /Mês  ,  2   Quartos  ,"Rua Rondinha, 101 - Chácara Inglesa, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  325   m²  , Chácara Inglesa,"Rua Rondinha, 101"
169,   R$ 800 /Mês  ,  1   Quarto  ,"Rua Jorge Dias, 94 - Socorro, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  30   m²  , Socorro,"Rua Jorge Dias, 94"
170,   R$ 2.990 /Mês  ,  5   Quartos  ,"Rua Piraí - Alto da Lapa, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  100   m²  , Alto da Lapa,Rua Piraí
171,   R$ 1.500 /Mês  ,  2   Quartos  ,"Rua Francisco Riva - Conjunto Habitacional Barreira Grande, São Paulo - SP",  1   Banheiro  ,  3   Vagas  ,  120   m²  , Conjunto Habitacional Barreira Grande,Rua Francisco Riva
172,   R$ 900 /Mês  ,  1   Quarto  ,"Rua Estado de Pernambuco, 317 - Jardim Egle, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  45   m²  , Jardim Egle,"Rua Estado de Pernambuco, 317"
173,   R$ 10.000 /Mês  ,  3   Quartos  ,"Rua Ubiracica - Boaçava, São Paulo - SP",  5   Banheiros  ,  2   Vagas  ,  350   m²  , Boaçava,Rua Ubiracica
174,   R$ 2.600 /Mês  ,  2   Quartos  ,"Rua República do Iraque, 88 - Brooklin Paulista, São Paulo - SP",  2   Banheiros  ,  3   Vagas  ,  120   m²  , Brooklin Paulista,"Rua República do Iraque, 88"
175,   R$ 50.000 /Mês    R$ 9.000.000   ,  4   Quartos  ,"Rua Dom Tomás Costa e Lima, 97 - Vila Tramontano, São Paulo - SP",  5   Banheiros  ,  14   Vagas  ,  1075   m²  , Vila Tramontano,"Rua Dom Tomás Costa e Lima, 97"
176,   R$ 12.000 /Mês    R$ 3.395.000   ,  4   Quartos  ,"Rua Pires de Oliveira, 530 - Chácara Santo Antônio (Zona Sul), São Paulo - SP",  6   Banheiros  ,  3   Vagas  ,  700   m²  , Chácara Santo Antônio (Zona Sul),"Rua Pires de Oliveira, 530"
177,   R$ 990 /Mês  ,  1   Quarto  ,"Vila Palmeiras, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  50   m²  , SP,"Vila Palmeiras, São Paulo"
178,   R$ 750 /Mês  ,  1   Quarto  ,"Rua Soldado João Rodrigues, 112 - Jardim Japão, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  35   m²  , Jardim Japão,"Rua Soldado João Rodrigues, 112"
179,   R$ 90.000 /Mês    R$ 20.000.000   ,  5   Quartos  ,"Retiro Morumbi, São Paulo - SP",  11   Banheiros  ,  30   Vagas  ,  2000   m²  , SP,"Retiro Morumbi, São Paulo"
180,   R$ 5.000 /Mês  ,  2   Quartos  ,"Rua Flórida, *** - Cidade Monções, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  98   m²  , Cidade Monções,"Rua Flórida, ***"
181,   R$ 12.000 /Mês    R$ 2.300.000   ,  4   Quartos  ,"Rua Itamarati - Pacaembu, São Paulo - SP",  5   Banheiros  ,  5   Vagas  ,  465   m²  , Pacaembu,Rua Itamarati
182,   R$ 600 /Mês  ,  1   Quarto  ,"Vila Carbone, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  45   m²  , SP,"Vila Carbone, São Paulo"
183,   R$ 4.950 /Mês    R$ 2.300.000   ,  3   Quartos  ,"Rua Paris - Sumaré, São Paulo - SP",  3   Banheiros  ,  4   Vagas  ,  177   m²  , Sumaré,Rua Paris
184,   R$ 30.000 /Mês    R$ 7.900.000   ,  4   Quartos  ,"Jardim Cordeiro, São Paulo - SP",  6   Banheiros  ,  14   Vagas  ,  941   m²  , SP,"Jardim Cordeiro, São Paulo"
185,   R$ 10.000 /Mês    R$ 3.000.000   ,  4   Quartos  ,"Rua Carlos Rath - Alto de Pinheiros, São Paulo - SP",  5   Banheiros  ,  5   Vagas  ,  400   m²  , Alto de Pinheiros,Rua Carlos Rath
186,   R$ 2.600 /Mês  ,  1   Quarto  ,"Alameda dos Anapurus - Indianópolis, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  50   m²  , Indianópolis,Alameda dos Anapurus
187,   R$ 8.000 /Mês  ,  4   Quartos  ,"Rua Demóstenes - Campo Belo, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  200   m²  , Campo Belo,Rua Demóstenes
188,   R$ 16.000 /Mês  ,  3   Quartos  ,"Rua Turquia - Jardim Europa, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  260   m²  , Jardim Europa,Rua Turquia
189,   R$ 2.200 /Mês  ,  2   Quartos  ,"Rua Artur Thiré, 1085 - Vila da Saúde, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  80   m²  , Vila da Saúde,"Rua Artur Thiré, 1085"
190,   R$ 8.000 /Mês  ,  3   Quartos  ,"Alto de Pinheiros, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  450   m²  , SP,"Alto de Pinheiros, São Paulo"
191,   R$ 16.000 /Mês  ,  4   Quartos  ,"Rua Nebraska - Brooklin Novo, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  200   m²  , Brooklin Novo,Rua Nebraska
192,   R$ 11.500 /Mês  ,  3   Quartos  ,"Rua Professor Filadelfo Azevedo - Vila Nova Conceição, São Paulo - SP",  3   Banheiros  ,  4   Vagas  ,  213   m²  , Vila Nova Conceição,Rua Professor Filadelfo Azevedo
193,   R$ 600 /Mês  ,  1   Quarto  ,"Rua Timóteo, 49 - Jardim Paraguaçu, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  30   m²  , Jardim Paraguaçu,"Rua Timóteo, 49"
194,   R$ 20.000 /Mês    R$ 6.000.000   ,  4   Quartos  ,"Rua Ceará - Consolação, São Paulo - SP",  8   Banheiros  ,  5   Vagas  ,  550   m²  , Consolação,Rua Ceará
195,   R$ 10.000 /Mês  ,  2   Quartos  ,"Rua Maestro Chiaffarelli - Jardim Paulista, São Paulo - SP",  4   Banheiros  ,  1   Vaga  ,  170   m²  , Jardim Paulista,Rua Maestro Chiaffarelli
196,   R$ 20.000 /Mês    R$ 4.500.000   ,  4   Quartos  ,"Rua Bennet - Alto de Pinheiros, São Paulo - SP",  5   Banheiros  ,  4   Vagas  ,  451   m²  , Alto de Pinheiros,Rua Bennet
197,   R$ 4.112 /Mês  ,  4   Quartos  ,"Vila São Francisco, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  350   m²  , SP,"Vila São Francisco, São Paulo"
198,   R$ 1.900 /Mês  ,  1   Quarto  ,"Rua Barretos, 363 - Alto da Mooca, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  70   m²  , Alto da Mooca,"Rua Barretos, 363"
199,   R$ 30.000 /Mês  ,  4   Quartos  ,"Jardim Europa, São Paulo - SP",  4   Banheiros  ,  3   Vagas  ,  350   m²  , SP,"Jardim Europa, São Paulo"
200,   R$ 2.250 /Mês    R$ 435.800   ,  1   Quarto  ,"Rua Rubens Meireles, 99 - Várzea da Barra Funda, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  41   m²  , Várzea da Barra Funda,"Rua Rubens Meireles, 99"
201,   R$ 10.900 /Mês    R$ 3.500.000   ,  4   Quartos  ,"Rua Abegoaria - Jardim das Bandeiras, São Paulo - SP",  6   Banheiros  ,  5   Vagas  ,  420   m²  , Jardim das Bandeiras,Rua Abegoaria
202,   R$ 100.000 /Mês    R$ 33.000.000   ,  6   Quartos  ,"Rua Antônio de Andrade Rebelo - Retiro Morumbi, São Paulo - SP",  6   Banheiros  ,  10   Vagas  ,  1700   m²  , Retiro Morumbi,Rua Antônio de Andrade Rebelo
203,   R$ 9.000 /Mês    R$ 2.250.000   ,  3   Quartos  ,"Rua Escobar Ortiz - Vila Nova Conceição, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  190   m²  , Vila Nova Conceição,Rua Escobar Ortiz
204,   R$ 38.000 /Mês    R$ 5.000.000   ,  4   Quartos  ,"Jardim Morumbi, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  1000   m²  , SP,"Jardim Morumbi, São Paulo"
205,   R$ 2.800 /Mês  ,  2   Quartos  ,"Rua Fernandes Moreira, 306 - Chácara Santo Antônio (Zona Sul), São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  134   m²  , Chácara Santo Antônio (Zona Sul),"Rua Fernandes Moreira, 306"
206,   R$ 1.500 /Mês  ,  2   Quartos  ,"Rua Maracá, 168 - Vila Guarani (Z Sul), São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  72   m²  , Vila Guarani (Z Sul),"Rua Maracá, 168"
207,   R$ 6.800 /Mês    R$ 1.650.000   ,  3   Quartos  ,"Rua Rita Joana de Sousa - Campo Belo, São Paulo - SP",  4   Banheiros  ,  4   Vagas  ,  175   m²  , Campo Belo,Rua Rita Joana de Sousa
208,   R$ 4.500 /Mês  ,  2   Quartos  ,"Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  100   m²  , Vila Olímpia,Avenida Doutor Cardoso de Melo
209,   R$ 8.000 /Mês    R$ 2.300.000   ,  4   Quartos  ,"Rua Maria Luísa de Pinho - Parque da Mooca, São Paulo - SP",  4   Banheiros  ,  6   Vagas  ,  520   m²  , Parque da Mooca,Rua Maria Luísa de Pinho
210,   R$ 6.800 /Mês    R$ 2.400.000   ,  4   Quartos  ,"Rua Icádio, 1 - City América, São Paulo - SP",  5   Banheiros  ,  8   Vagas  ,  600   m²  , City América,"Rua Icádio, 1"
211,   R$ 13.000 /Mês    R$ 3.500.000   ,  4   Quartos  ,"Rua Pedro Ortiz - Sumarezinho, São Paulo - SP",  6   Banheiros  ,  4   Vagas  ,  312   m²  , Sumarezinho,Rua Pedro Ortiz
212,   R$ 1.600 /Mês  ,  2   Quartos  ,"Vila São Francisco (Zona Leste), São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  137   m²  , SP,"Vila São Francisco (Zona Leste), São Paulo"
213,   R$ 6.985 /Mês  ,  4   Quartos  ,"Rua José dos Santos Júnior, 405 - Campo Belo, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  370   m²  , Campo Belo,"Rua José dos Santos Júnior, 405"
214,   R$ 780 /Mês  ,  1   Quarto  ,"Rua Maria Antonieta - Vila Matilde, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  50   m²  , Vila Matilde,Rua Maria Antonieta
215,   R$ 800 /Mês  ,  2   Quartos  ,"Avenida Rodrigues Montemor, 786 - Cidade Domitila, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  40   m²  , Cidade Domitila,"Avenida Rodrigues Montemor, 786"
216,   R$ 3.000 /Mês    R$ 800.000   ,  2   Quartos  ,"Rua Joel Jorge de Melo - Vila Mariana, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  120   m²  , Vila Mariana,Rua Joel Jorge de Melo
217,   R$ 1.570 /Mês  ,  3   Quartos  ,"Rua Lituânia - Alto da Mooca, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  78   m²  , Alto da Mooca,Rua Lituânia
218,   R$ 1.050 /Mês  ,  1   Quarto  ,"Rua Tenente Otávio Gomes, 330 - Aclimação, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  34   m²  , Aclimação,"Rua Tenente Otávio Gomes, 330"
219,   R$ 5.585 /Mês  ,  2   Quartos  ,"Rua Fernão Dias, 323 - Pinheiros, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  84   m²  , Pinheiros,"Rua Fernão Dias, 323"
220,   R$ 5.500 /Mês  ,  3   Quartos  ,"Rua João Lourenço, 763 - Vila Nova Conceição, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  80   m²  , Vila Nova Conceição,"Rua João Lourenço, 763"
221,   R$ 2.890 /Mês  ,  1   Quarto  ,"Rua Artur Prado, 433 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  43   m²  , Bela Vista,"Rua Artur Prado, 433"
222,   R$ 6.490 /Mês  ,  3   Quartos  ,"Rua Bacaetava, 66 - Vila Gertrudes, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  107   m²  , Vila Gertrudes,"Rua Bacaetava, 66"
223,   R$ 3.350 /Mês  ,  3   Quartos  ,"Avenida Paulista, 37 - Bela Vista, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  116   m²  , Bela Vista,"Avenida Paulista, 37"
224,   R$ 1.800 /Mês    R$ 550.000   ,  3   Quartos  ,"Rua Dankmar Adler - Vila Suzana, São Paulo - SP",  3   Banheiros  ,  2   Vagas  ,  80   m²  , Vila Suzana,Rua Dankmar Adler
225,   R$ 3.400 /Mês  ,  2   Quartos  ,"Rua Oscar Freire, 1735 - Pinheiros, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  80   m²  , Pinheiros,"Rua Oscar Freire, 1735"
226,   R$ 3.500 /Mês  ,  4   Quartos  ,"Vila Santo Estevão, São Paulo - SP",  2   Banheiros  ,  4   Vagas  ,  145   m²  , SP,"Vila Santo Estevão, São Paulo"
227,   R$ 7.985 /Mês    R$ 1.499.900   ,  3   Quartos  ,"Rua Nova York, 539 - Brooklin Paulista, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  120   m²  , Brooklin Paulista,"Rua Nova York, 539"
228,   R$ 1.800 /Mês  ,  2   Quartos  ,"Rua das Palmeiras - Vila Buarque, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  55   m²  , Vila Buarque,Rua das Palmeiras
229,   R$ 3.385 /Mês  ,  2   Quartos  ,"Rua Francisco Leitão, 381 - Pinheiros, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  101   m²  , Pinheiros,"Rua Francisco Leitão, 381"
230,   R$ 3.100 /Mês  ,  1   Quarto  ,"Rua Manuel da Nóbrega, 646 - Paraíso, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  50   m²  , Paraíso,"Rua Manuel da Nóbrega, 646"
231,   R$ 4.100 /Mês  ,  3   Quartos  ,"Avenida Mofarrej, 275 - Vila Leopoldina, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  96   m²  , Vila Leopoldina,"Avenida Mofarrej, 275"
232,   R$ 4.500 /Mês  ,  3   Quartos  ,"Rua Mourato Coelho - Pinheiros, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  215   m²  , Pinheiros,Rua Mourato Coelho
233,   R$ 4.200 /Mês  ,  1   Quarto  ,"Travessa Dona Paula - Higienópolis, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  120   m²  , Higienópolis,Travessa Dona Paula
234,   R$ 2.500 /Mês  ,  2   Quartos  ,"Rua Fortaleza, 186 - Bela Vista, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  86   m²  , Bela Vista,"Rua Fortaleza, 186"
235,   R$ 2.300 /Mês  ,  4   Quartos  ,"Rua Eduardo Ferreira Franca, 259 - Água Funda, São Paulo - SP",  2   Banheiros  ,  --   Vaga  ,  100   m²  , Água Funda,"Rua Eduardo Ferreira Franca, 259"
236,   R$ 6.999 /Mês    R$ 2.500.000   ,  3   Quartos  ,"Rua Gregório Paes de Almeida - Vila Madalena, São Paulo - SP",  5   Banheiros  ,  3   Vagas  ,  270   m²  , Vila Madalena,Rua Gregório Paes de Almeida
237,   R$ 900 /Mês  ,  1   Quarto  ,"Parque São Luís, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  40   m²  , SP,"Parque São Luís, São Paulo"
238,   R$ 3.200 /Mês  ,  2   Quartos  ,"Rua Pascal - Campo Belo, São Paulo - SP",  2   Banheiros  ,  1   Vaga  ,  80   m²  , Campo Belo,Rua Pascal
239,   R$ 24.000 /Mês  ,  4   Quartos  ,"Cerqueira César, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  250   m²  , SP,"Cerqueira César, São Paulo"
240,   R$ 4.900 /Mês    R$ 1.048.000   ,  4   Quartos  ,"Rua Breno Pinheiro - Jardim Morumbi, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  296   m²  , Jardim Morumbi,Rua Breno Pinheiro
241,   R$ 9.000 /Mês    R$ 1.200.000   ,  4   Quartos  ,"Jardim Monte Kemel, São Paulo - SP",  6   Banheiros  ,  10   Vagas  ,  379   m²  , SP,"Jardim Monte Kemel, São Paulo"
242,   R$ 3.000 /Mês  ,  3   Quartos  ,"Avenida Miruna - Indianópolis, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  120   m²  , Indianópolis,Avenida Miruna
243,   R$ 750 /Mês  ,  1   Quarto  ,"Rua Teodoro Horst - Tucuruvi, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  70   m²  , Tucuruvi,Rua Teodoro Horst
244,   R$ 2.200 /Mês  ,  2   Quartos  ,"Rua Comendador Sousa - Água Branca, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  80   m²  , Água Branca,Rua Comendador Sousa
245,   R$ 9.000 /Mês  ,  4   Quartos  ,"Mooca, São Paulo - SP",  6   Banheiros  ,  6   Vagas  ,  608   m²  , SP,"Mooca, São Paulo"
246,   R$ 30.000 /Mês    R$ 10.000.000   ,  4   Quartos  ,"Vila Morumbi, São Paulo - SP",  5   Banheiros  ,  15   Vagas  ,  952   m²  , SP,"Vila Morumbi, São Paulo"
247,   R$ 1.100 /Mês  ,  2   Quartos  ,"Rua Joaquim Oliveira Freitas, 508 - Vila Mangalot, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  50   m²  , Vila Mangalot,"Rua Joaquim Oliveira Freitas, 508"
248,   R$ 5.000 /Mês  ,  2   Quartos  ,"Rua Capote Valente - Pinheiros, São Paulo - SP",  3   Banheiros  ,  1   Vaga  ,  170   m²  , Pinheiros,Rua Capote Valente
249,   R$ 8.726 /Mês    R$ 1.399.000   ,  3   Quartos  ,"Rua Galeno de Almeida, 309 - Pinheiros, São Paulo - SP",  2   Banheiros  ,  2   Vagas  ,  110   m²  , Pinheiros,"Rua Galeno de Almeida, 309"
250,   R$ 27.500 /Mês  ,  6   Quartos  ,"Rua Camargo, 130 - Butantã, São Paulo - SP",  4   Banheiros  ,  13   Vagas  ,  500   m²  , Butantã,"Rua Camargo, 130"
251,   R$ 15.000 /Mês    R$ 3.990.000   ,  3   Quartos  ,"Rua Teodoro Ramos, 75 - Pacaembu, São Paulo - SP",  6   Banheiros  ,  2   Vagas  ,  268   m²  , Pacaembu,"Rua Teodoro Ramos, 75"
252,   R$ 20.000 /Mês    R$ 3.500.000   ,  3   Quartos  ,"Avenida Diógenes Ribeiro de Lima - Alto de Pinheiros, São Paulo - SP",  5   Banheiros  ,  6   Vagas  ,  449   m²  , Alto de Pinheiros,Avenida Diógenes Ribeiro de Lima
253,   R$ 2.000 /Mês  ,  2   Quartos  ,"Rua Rocha Galvão - Jardim da Glória, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  90   m²  , Jardim da Glória,Rua Rocha Galvão
254,   R$ 3.500 /Mês  ,  2   Quartos  ,"Rua Capote Valente, 697 - Pinheiros, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  90   m²  , Pinheiros,"Rua Capote Valente, 697"
255,   R$ 1.450 /Mês  ,  1   Quarto  ,"Rua Alfaia - Alto da Lapa, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  45   m²  , Alto da Lapa,Rua Alfaia
256,   R$ 1.600 /Mês  ,  3   Quartos  ,"Vila Palmeiras, São Paulo - SP",  1   Banheiro  ,  1   Vaga  ,  90   m²  , SP,"Vila Palmeiras, São Paulo"
257,   R$ 14.000 /Mês    R$ 3.000.000   ,  3   Quartos  ,"Rua Iraci - Jardim Paulistano, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  220   m²  , Jardim Paulistano,Rua Iraci
258,   R$ 14.380 /Mês  ,  3   Quartos  ,"Jardim Paulista, São Paulo - SP",  3   Banheiros  ,  3   Vagas  ,  250   m²  , SP,"Jardim Paulista, São Paulo"
259,   R$ 1.200 /Mês  ,  1   Quarto  ,"Chora Menino, São Paulo - SP",  1   Banheiro  ,  --   Vaga  ,  60   m²  , SP,"Chora Menino, São Paulo"
260,   R$ 6.990 /Mês  ,  4   Quartos  ,"Rua José dos Santos Júnior, 405 - Campo Belo, São Paulo - SP",  4   Banheiros  ,  2   Vagas  ,  370   m²  , Campo Belo,"Rua José dos Santos Júnior, 405"
