,rent,rooms,address,bathroom,parking,area,suburb,street
351,1990,  1  ,"Alameda Franca, 318 - Jardim Paulista, São Paulo - SP",  1  ,  1  ,  40  ,Jardim Paulista,"Alameda Franca, 318"
352,2000,  3  ,"Rua Eli, 674 - Vila Maria Baixa, São Paulo - SP",  2  ,  1  ,  73  ,Vila Maria Baixa,"Rua Eli, 674"
353,5300,  3  ,"Rua Alves Guimarães - Pinheiros, São Paulo - SP",  4  ,  2  ,  116  ,Pinheiros,Rua Alves Guimarães
354,18700,  3  ,"Rua Minas Gerais, 145 - Higienópolis, São Paulo - SP",  4  ,  5  ,  347  ,Higienópolis,"Rua Minas Gerais, 145"
355,5500,  3  ,"Rua Bacaetava, 66 - Vila Gertrudes, São Paulo - SP",  3  ,  2  ,  95  ,Vila Gertrudes,"Rua Bacaetava, 66"
356,3500,  1  ,"Avenida Doutor Cardoso de Melo, 626 - Vila Olímpia, São Paulo - SP",  1  ,  1  ,  43  ,Vila Olímpia,"Avenida Doutor Cardoso de Melo, 626"
357,4300,  2  ,"Rua Bela Cintra, 1538 - Consolação, São Paulo - SP",  3  ,  1  ,  140  ,Consolação,"Rua Bela Cintra, 1538"
358,7950,  3  ,"Rua Pensilvânia - Cidade Monções, São Paulo - SP",  5  ,  3  ,  172  ,Cidade Monções,Rua Pensilvânia
359,2400,  2  ,"Rua Jacques Félix, 724 - Vila Nova Conceição, São Paulo - SP",  2  ,  1  ,  72  ,Vila Nova Conceição,"Rua Jacques Félix, 724"
360,2250,  3  ,"Rua Ibitirama, 1809 - Vila Prudente, São Paulo - SP",  2  ,  1  ,  70  ,Vila Prudente,"Rua Ibitirama, 1809"
361,11000,  4  ,"Rua Aimberê, 233 - Perdizes, São Paulo - SP",  6  ,  4  ,  260  ,Perdizes,"Rua Aimberê, 233"
362,2950,  1  ,"Rua Tucuna, 824 - Perdizes, São Paulo - SP",  1  ,  1  ,  50  ,Perdizes,"Rua Tucuna, 824"
363,15000,  3  ,"Rua Flórida, 1901 - Cidade Monções, São Paulo - SP",  4  ,  3  ,  220  ,Cidade Monções,"Rua Flórida, 1901"
364,7000,  3  ,"Rua Aracari, 177 - Itaim Bibi, São Paulo - SP",  3  ,  2  ,  130  ,Itaim Bibi,"Rua Aracari, 177"
365,4300,  1  ,"Rua Alves Guimarães, 1120 - Pinheiros, São Paulo - SP",  2  ,  1  ,  45  ,Pinheiros,"Rua Alves Guimarães, 1120"
366,2000,  2  ,"Rua Uruçuca, 34 - Vila Antonina, São Paulo - SP",  1  ,  1  ,  57  ,Vila Antonina,"Rua Uruçuca, 34"
367,2900,  1  ,"Praça Júlio Mesquita, 97 - Santa Efigênia, São Paulo - SP",  1  ,  1  ,  46  ,Santa Efigênia,"Praça Júlio Mesquita, 97"
368,1000,  1  ,"Rua Oriçanga, 14 - Mirandópolis, São Paulo - SP",  1  ,  1  ,  30  ,Mirandópolis,"Rua Oriçanga, 14"
369,2100,  1  ,"Praça Barão de Itaqui, 755 - Vila Gomes Cardim, São Paulo - SP",  1  ,  1  ,  45  ,Vila Gomes Cardim,"Praça Barão de Itaqui, 755"
370,5500,  3  ,"Rua Ministro Ferreira Alves - Perdizes, São Paulo - SP",  3  ,  1  ,  89  ,Perdizes,Rua Ministro Ferreira Alves
371,650,  1  ,"Rua Tabor, 255 - Ipiranga, São Paulo - SP",  1  ,  --  ,  16  ,Ipiranga,"Rua Tabor, 255"
372,1400,  1  ,"Rua Professor Pedro da Cunha, 28 - Perdizes, São Paulo - SP",  1  ,  --  ,  13  ,Perdizes,"Rua Professor Pedro da Cunha, 28"
373,690,  1  ,"Rua Doutora Neyde Apparecida Sollitto, 256D - Vila Clementino, São Paulo - SP",  1  ,  --  ,  15  ,Vila Clementino,"Rua Doutora Neyde Apparecida Sollitto, 256D"
374,2300,  1  ,"Rua Doutor Diogo de Faria, 539 - Vila Clementino, São Paulo - SP",  1  ,  --  ,  25  ,Vila Clementino,"Rua Doutor Diogo de Faria, 539"
375,2800,  2  ,"Rua Tutóia, 839 - Vila Mariana, São Paulo - SP",  2  ,  1  ,  78  ,Vila Mariana,"Rua Tutóia, 839"
376,3000,  1  ,"Avenida Angélica - Santa Cecília, São Paulo - SP",  1  ,  1  ,  40  ,Santa Cecília,Avenida Angélica
377,1800,  1  ,"Rua Doutor Plínio Barreto, 95 - Bela Vista, São Paulo - SP",  1  ,  --  ,  54  ,Bela Vista,"Rua Doutor Plínio Barreto, 95"
378,3250,  3  ,"Rua Treze de Maio, 1838 - Bela Vista, São Paulo - SP",  3  ,  1  ,  116  ,Bela Vista,"Rua Treze de Maio, 1838"
379,4200,  2  ,"Rua Maestro Cardim, 266 - Liberdade, São Paulo - SP",  2  ,  1  ,  60  ,Liberdade,"Rua Maestro Cardim, 266"
380,1700,  1  ,"Rua Aurora, 873 - Santa Efigênia, São Paulo - SP",  1  ,  1  ,  36  ,Santa Efigênia,"Rua Aurora, 873"
381,2900,  2  ,"Rua Canário, 981 - Moema, São Paulo - SP",  1  ,  1  ,  50  ,Moema,"Rua Canário, 981"
382,1600,  2  ,"Rua Vinte e Cinco de Janeiro - Luz, São Paulo - SP",  1  ,  --  ,  44  ,Luz,Rua Vinte e Cinco de Janeiro
383,7500,  3  ,"Rua Alexandre Dumas, 1410 - Chácara Santo Antônio (Zona Sul), São Paulo - SP",  5  ,  2  ,  143  ,Chácara Santo Antônio (Zona Sul),"Rua Alexandre Dumas, 1410"
384,7000,  4  ,"Rua Barão do Triunfo, 117 - Brooklin Paulista, São Paulo - SP",  5  ,  3  ,  169  ,Brooklin Paulista,"Rua Barão do Triunfo, 117"
385,2300,  1  ,"Rua Balthazar da Veiga - Vila Nova Conceição, São Paulo - SP",  1  ,  1  ,  37  ,Vila Nova Conceição,Rua Balthazar da Veiga
386,2500,  3  ,"Rua Guaraiúva - Cidade Monções, São Paulo - SP",  3  ,  2  ,  85  ,Cidade Monções,Rua Guaraiúva
387,6500,  1  ,"Rua Doutor Mário Ferraz, 415 - Jardim Paulistano, São Paulo - SP",  2  ,  1  ,  50  ,Jardim Paulistano,"Rua Doutor Mário Ferraz, 415"
388,1400,  2  ,"Rua Tenente-Coronel Soares Neiva, 95 - Vila Aricanduva, São Paulo - SP",  1  ,  --  ,  40  ,Vila Aricanduva,"Rua Tenente-Coronel Soares Neiva, 95"
389,6860,  3  ,"Rua Joaquim dos Reis, 267 - Vila Cruzeiro, São Paulo - SP",  6  ,  4  ,  300  ,Vila Cruzeiro,"Rua Joaquim dos Reis, 267"
390,20000,  5  ,"Rua Capitão Garcindo - Pacaembu, São Paulo - SP",  4  ,  4  ,  434  ,Pacaembu,Rua Capitão Garcindo
391,40000,  5  ,"Morumbi, São Paulo - SP",  4  ,  4  ,  660  ,SP,"Morumbi, São Paulo"
392,40000,  5  ,"Cidade Jardim, São Paulo - SP",  5  ,  8  ,  1000  ,SP,"Cidade Jardim, São Paulo"
393,40000,  5  ,"Rua Oliveira Pimentel - Jardim Paulista, São Paulo - SP",  9  ,  5  ,  717  ,Jardim Paulista,Rua Oliveira Pimentel
394,1800,  2  ,"Rua José Zappi - Vila Prudente, São Paulo - SP",  2  ,  1  ,  283  ,Vila Prudente,Rua José Zappi
395,9000,  3  ,"Rua Leonardo Nardez - Vila Nova Conceição, São Paulo - SP",  4  ,  2  ,  221  ,Vila Nova Conceição,Rua Leonardo Nardez
396,7000,  3  ,"Rua Pariquera-Açu, 78 - Indianópolis, São Paulo - SP",  3  ,  3  ,  230  ,Indianópolis,"Rua Pariquera-Açu, 78"
397,9000,  4  ,"Lar São Paulo, São Paulo - SP",  5  ,  6  ,  512  ,SP,"Lar São Paulo, São Paulo"
398,1200,  2  ,"Rua Cavalieri, 55 - Quarta Parada, São Paulo - SP",  1  ,  --  ,  100  ,Quarta Parada,"Rua Cavalieri, 55"
399,80000,  6  ,"Retiro Morumbi, São Paulo - SP",  10  ,  11  ,  1700  ,SP,"Retiro Morumbi, São Paulo"
400,2800,  2  ,"Rua Castro Alves, 279 - Aclimação, São Paulo - SP",  2  ,  2  ,  60  ,Aclimação,"Rua Castro Alves, 279"
401,1900,  1  ,"Rua Itararé - Bela Vista, São Paulo - SP",  1  ,  1  ,  48  ,Bela Vista,Rua Itararé
402,3100,  3  ,"Rua Cristiano Viana, 505 - Cerqueira César, São Paulo - SP",  2  ,  1  ,  80  ,Cerqueira César,"Rua Cristiano Viana, 505"
403,6000,  3  ,"Rua Guarará, 77 - Jardim Paulista, São Paulo - SP",  3  ,  2  ,  140  ,Jardim Paulista,"Rua Guarará, 77"
404,3000,  2  ,"Rua São Venceslau, 243 - Vila Guarani (Z Sul), São Paulo - SP",  2  ,  1  ,  56  ,Vila Guarani (Z Sul),"Rua São Venceslau, 243"
405,6800,  3  ,"Rua Canário, 1200 - Moema, São Paulo - SP",  4  ,  2  ,  130  ,Moema,"Rua Canário, 1200"
406,2500,  1  ,"Rua Turiassu - Perdizes, São Paulo - SP",  1  ,  1  ,  66  ,Perdizes,Rua Turiassu
407,3000,  3  ,"Avenida Mascote - Vila Mascote, São Paulo - SP",  3  ,  1  ,  90  ,Vila Mascote,Avenida Mascote
408,3000,  3  ,"Rua Artur de Azevedo - Cerqueira César, São Paulo - SP",  3  ,  1  ,  120  ,Cerqueira César,Rua Artur de Azevedo
409,4500,  4  ,"Rua Aguaraíba, 159 - Vila Anhangüera, São Paulo - SP",  3  ,  2  ,  300  ,Vila Anhangüera,"Rua Aguaraíba, 159"
410,60000,  4  ,"Rua Professor Luiz Oliani - Morumbi, São Paulo - SP",  9  ,  18  ,  1100  ,Morumbi,Rua Professor Luiz Oliani
411,2600,  1  ,"Rua Bruno Simoni, 170 - Pinheiros, São Paulo - SP",  2  ,  --  ,  85  ,Pinheiros,"Rua Bruno Simoni, 170"
412,5500,  3  ,"Rua Francisco Olandim, 267 - São João Clímaco, São Paulo - SP",  4  ,  3  ,  212  ,São João Clímaco,"Rua Francisco Olandim, 267"
413,13000,  3  ,"Rua Inglaterra - Jardim Europa, São Paulo - SP",  3  ,  2  ,  200  ,Jardim Europa,Rua Inglaterra
414,18000,  6  ,"Rua Bernardino Machado, 321 - Granja Julieta, São Paulo - SP",  7  ,  4  ,  800  ,Granja Julieta,"Rua Bernardino Machado, 321"
415,6000,  4  ,"Rua Ferreira de Araújo - Pinheiros, São Paulo - SP",  2  ,  2  ,  200  ,Pinheiros,Rua Ferreira de Araújo
416,1150,  --  ,"Alameda Olga, 422 - Barra Funda, São Paulo - SP",  2  ,  1  ,  37  ,Barra Funda,"Alameda Olga, 422"
417,1500,  --  ,"Rua Joaquim Antunes, 767 - Pinheiros, São Paulo - SP",  2  ,  1  ,  42  ,Pinheiros,"Rua Joaquim Antunes, 767"
418,25000,  --  ,"Rua Santa Cruz, 1168 - Vila Mariana, São Paulo - SP",  10  ,  20  ,  500  ,Vila Mariana,"Rua Santa Cruz, 1168"
419,1000,  --  ,"Rua Coriolano, 1926 - Vila Romana, São Paulo - SP",  1  ,  --  ,  25  ,Vila Romana,"Rua Coriolano, 1926"
420,5800,  --  ,"Rua Barra do Tibaji, 235 - Bom Retiro, São Paulo - SP",  3  ,  --  ,  240  ,Bom Retiro,"Rua Barra do Tibaji, 235"
421,6500,  5  ,"Rua Simão Álvares, 526 - Pinheiros, São Paulo - SP",  4  ,  1  ,  120  ,Pinheiros,"Rua Simão Álvares, 526"
422,8500,  --  ,"Rua Pais Leme, 524 - Pinheiros, São Paulo - SP",  2  ,  7  ,  150  ,Pinheiros,"Rua Pais Leme, 524"
423,1200,  1  ,"Rua Doutor Artur Imbassai, 99 - Ferreira, São Paulo - SP",  1  ,  --  ,  22  ,Ferreira,"Rua Doutor Artur Imbassai, 99"
424,2800,  2  ,"Rua Aracuípe - Jardim Prudência, São Paulo - SP",  2  ,  2  ,  116  ,Jardim Prudência,Rua Aracuípe
425,16000,  3  ,"Avenida Jacutinga, 360 - Indianópolis, São Paulo - SP",  4  ,  4  ,  314  ,Indianópolis,"Avenida Jacutinga, 360"
426,26000,  3  ,"Rua Iara - Itaim Bibi, São Paulo - SP",  5  ,  4  ,  235  ,Itaim Bibi,Rua Iara
427,2850,  2  ,"Avenida Moema, 177 - Moema, São Paulo - SP",  1  ,  1  ,  90  ,Moema,"Avenida Moema, 177"
428,6000,  3  ,"Rua Sócrates - Vila Sofia, São Paulo - SP",  4  ,  4  ,  250  ,Vila Sofia,Rua Sócrates
429,20000,  4  ,"Avenida Açocê, 261 - Indianópolis, São Paulo - SP",  6  ,  4  ,  620  ,Indianópolis,"Avenida Açocê, 261"
430,3000,  4  ,"Rua Cayowaá, , 1519 - Sumaré, São Paulo - SP",  5  ,  4  ,  343  ,Sumaré,"Rua Cayowaá, , 1519"
431,10000,  4  ,"Rua Urbanizadora, 118 - Sumaré, São Paulo - SP",  5  ,  4  ,  340  ,Sumaré,"Rua Urbanizadora, 118"
432,15400,  2  ,"Avenida Angélica, 589 - Santa Cecília, São Paulo - SP",  3  ,  2  ,  381  ,Santa Cecília,"Avenida Angélica, 589"
433,9500,  2  ,"Rua João Cachoeira, 250 - Vila Nova Conceição, São Paulo - SP",  2  ,  2  ,  90  ,Vila Nova Conceição,"Rua João Cachoeira, 250"
434,5500,  3  ,"Rua Cônego Eugênio Leite - Pinheiros, São Paulo - SP",  3  ,  1  ,  135  ,Pinheiros,Rua Cônego Eugênio Leite
435,20000,  4  ,"Avenida Jandira - Indianópolis, São Paulo - SP",  4  ,  8  ,  575  ,Indianópolis,Avenida Jandira
436,2000,  2  ,"Rua Professor Picarolo - Bela Vista, São Paulo - SP",  1  ,  1  ,  53  ,Bela Vista,Rua Professor Picarolo
437,3000,  1  ,"Rua Tutóia, 235 - Vila Mariana, São Paulo - SP",  1  ,  --  ,  50  ,Vila Mariana,"Rua Tutóia, 235"
438,6600,  4  ,"Rua Maranhão, 208 - Higienópolis, São Paulo - SP",  6  ,  3  ,  350  ,Higienópolis,"Rua Maranhão, 208"
439,2000,  1  ,"Rua Tutóia, 235 - Vila Mariana, São Paulo - SP",  1  ,  --  ,  50  ,Vila Mariana,"Rua Tutóia, 235"
440,5200,  5  ,"Rua Antônio Aggio - Jardim Ampliação, São Paulo - SP",  4  ,  4  ,  235  ,Jardim Ampliação,Rua Antônio Aggio
441,6000,  3  ,"Rua Sousa Lopes, 65 - Lauzane Paulista, São Paulo - SP",  5  ,  6  ,  289  ,Lauzane Paulista,"Rua Sousa Lopes, 65"
442,4500,  5  ,"Rua Doutor Chibata Miyakoshi - Paraíso do Morumbi, São Paulo - SP",  7  ,  6  ,  505  ,Paraíso do Morumbi,Rua Doutor Chibata Miyakoshi
443,10000,  3  ,"Vila Madalena, São Paulo - SP",  6  ,  4  ,  205  ,SP,"Vila Madalena, São Paulo"
444,7500,  3  ,"Rua Conselheiro Brotero - Santa Cecília, São Paulo - SP",  6  ,  3  ,  300  ,Santa Cecília,Rua Conselheiro Brotero
445,8500,  2  ,"Avenida Rouxinol, 850 - Indianópolis, São Paulo - SP",  2  ,  1  ,  82  ,Indianópolis,"Avenida Rouxinol, 850"
446,25000,  3  ,"Rua Domingos Leme - Vila Nova Conceição, São Paulo - SP",  3  ,  4  ,  357  ,Vila Nova Conceição,Rua Domingos Leme
447,22000,  4  ,"Rua Padre João Manuel, 50 - Cerqueira César, São Paulo - SP",  4  ,  4  ,  410  ,Cerqueira César,"Rua Padre João Manuel, 50"
448,3000,  3  ,"Avenida Rebouças, 1490 - Pinheiros, São Paulo - SP",  3  ,  --  ,  93  ,Pinheiros,"Avenida Rebouças, 1490"
449,17000,  3  ,"Vila Regente Feijó, São Paulo - SP",  4  ,  4  ,  339  ,SP,"Vila Regente Feijó, São Paulo"
450,7000,  3  ,"Jardim Vila Mariana, São Paulo - SP",  5  ,  4  ,  264  ,SP,"Jardim Vila Mariana, São Paulo"
451,12000,  4  ,"Rua Jesuíno Arruda - Itaim Bibi, São Paulo - SP",  3  ,  3  ,  300  ,Itaim Bibi,Rua Jesuíno Arruda
452,65000,  4  ,"Planalto Paulista, São Paulo - SP",  7  ,  8  ,  583  ,SP,"Planalto Paulista, São Paulo"
453,35000,  5  ,"Avenida Jamaris - Planalto Paulista, São Paulo - SP",  6  ,  4  ,  400  ,Planalto Paulista,Avenida Jamaris
454,16000,  2  ,"Rua Constantino de Sousa - Campo Belo, São Paulo - SP",  2  ,  3  ,  200  ,Campo Belo,Rua Constantino de Sousa
455,10000,  3  ,"Rua Madalena - Vila Madalena, São Paulo - SP",  2  ,  2  ,  176  ,Vila Madalena,Rua Madalena
456,4500,  2  ,"Rua Doutor Hélio Fidélis, 26 - Cidade São Francisco, São Paulo - SP",  2  ,  2  ,  144  ,Cidade São Francisco,"Rua Doutor Hélio Fidélis, 26"
457,9300,  4  ,"Paraíso, São Paulo - SP",  6  ,  5  ,  474  ,SP,"Paraíso, São Paulo"
458,12000,  3  ,"Vila Madalena, São Paulo - SP",  4  ,  3  ,  180  ,SP,"Vila Madalena, São Paulo"
459,9000,  3  ,"Rua Jamanari - Vila Andrade, São Paulo - SP",  4  ,  4  ,  366  ,Vila Andrade,Rua Jamanari
460,2760,  1  ,"Rua Diogo Jácome, 954 - Vila Nova Conceição, São Paulo - SP",  1  ,  1  ,  50  ,Vila Nova Conceição,"Rua Diogo Jácome, 954"
461,3500,  1  ,"Rua Bandeira Paulista, 65 - Itaim Bibi, São Paulo - SP",  1  ,  1  ,  75  ,Itaim Bibi,"Rua Bandeira Paulista, 65"
462,1900,  1  ,"Rua da Consolação, 1515 - Consolação, São Paulo - SP",  1  ,  1  ,  42  ,Consolação,"Rua da Consolação, 1515"
463,3000,  1  ,"Avenida Brigadeiro Faria Lima, 3989 - Itaim Bibi, São Paulo - SP",  1  ,  1  ,  29  ,Itaim Bibi,"Avenida Brigadeiro Faria Lima, 3989"
464,10500,  1  ,"Rua Elvira Ferraz, 250 - Vila Olímpia, São Paulo - SP",  1  ,  2  ,  65  ,Vila Olímpia,"Rua Elvira Ferraz, 250"
465,5900,  1  ,"Rua Elvira Ferraz, 250 - Vila Olímpia, São Paulo - SP",  1  ,  1  ,  42  ,Vila Olímpia,"Rua Elvira Ferraz, 250"
466,2300,  1  ,"Alameda dos Anapurus, 1661 - Indianópolis, São Paulo - SP",  1  ,  1  ,  45  ,Indianópolis,"Alameda dos Anapurus, 1661"
467,2794,  1  ,"Alameda dos Aicás, , 392 - Indianópolis, São Paulo - SP",  1  ,  1  ,  42  ,Indianópolis,"Alameda dos Aicás, , 392"
468,1460,  1  ,"Alameda Campinas, 675 - Jardim Paulista, São Paulo - SP",  1  ,  1  ,  35  ,Jardim Paulista,"Alameda Campinas, 675"
469,2100,  1  ,"Avenida Moema, 177 - Moema, São Paulo - SP",  1  ,  1  ,  52  ,Moema,"Avenida Moema, 177"
470,1880,  1  ,"Alameda dos Anapurus, 1661 - Indianópolis, São Paulo - SP",  1  ,  1  ,  33  ,Indianópolis,"Alameda dos Anapurus, 1661"
471,1350,  1  ,"Avenida Rouxinol, 55 - Indianópolis, São Paulo - SP",  1  ,  1  ,  30  ,Indianópolis,"Avenida Rouxinol, 55"
472,3000,  1  ,"Rua Doutor Diogo de Faria, 1201 - Vila Clementino, São Paulo - SP",  1  ,  1  ,  35  ,Vila Clementino,"Rua Doutor Diogo de Faria, 1201"
473,2700,  1  ,"Avenida Moema, 177 - Moema, São Paulo - SP",  1  ,  1  ,  60  ,Moema,"Avenida Moema, 177"
474,550,  5  ,"Rua Ribeiro do Vale, 1458 - Brooklin Paulista, São Paulo - SP",  4  ,  --  ,  12  ,Brooklin Paulista,"Rua Ribeiro do Vale, 1458"
475,3000,  1  ,"Rua Pedroso Alvarenga, 1256 - Itaim Bibi, São Paulo - SP",  1  ,  1  ,  30  ,Itaim Bibi,"Rua Pedroso Alvarenga, 1256"
476,3300,  2  ,"Alameda Casa Branca, 343 - Jardim Paulista, São Paulo - SP",  1  ,  1  ,  88  ,Jardim Paulista,"Alameda Casa Branca, 343"
477,1200,  1  ,"Alameda dos Anapurus, , 1661 - Indianópolis, São Paulo - SP",  1  ,  1  ,  33  ,Indianópolis,"Alameda dos Anapurus, , 1661"
478,650,  1  ,"Rua Henrique Fausto Lancellotti, , 6334 - Nova Piraju, São Paulo - SP",  1  ,  1  ,  29  ,Nova Piraju,"Rua Henrique Fausto Lancellotti, , 6334"
479,1300,  1  ,"Rua Butantã, 408 - Pinheiros, São Paulo - SP",  1  ,  1  ,  27  ,Pinheiros,"Rua Butantã, 408"
480,2400,  2  ,"Alameda Franca, 584 - Jardim Paulista, São Paulo - SP",  1  ,  1  ,  65  ,Jardim Paulista,"Alameda Franca, 584"
481,1400,  1  ,"Rua Batista Cepelos, 277 - Paraíso, São Paulo - SP",  1  ,  --  ,  15  ,Paraíso,"Rua Batista Cepelos, 277"
482,500,  1  ,"Rua Visconde de Ourem, 210 - Jardim Aeroporto, São Paulo - SP",  1  ,  --  ,  12  ,Jardim Aeroporto,"Rua Visconde de Ourem, 210"
483,2500,  2  ,"Rua Alvorada, 1009 - Vila Olímpia, São Paulo - SP",  1  ,  1  ,  55  ,Vila Olímpia,"Rua Alvorada, 1009"
484,1864,  1  ,"Rua Eleonora Cintra, 960 - Jardim Anália Franco, São Paulo - SP",  1  ,  1  ,  27  ,Jardim Anália Franco,"Rua Eleonora Cintra, 960"
485,1300,  1  ,"Rua Borges Lagoa, 1209 - Vila Clementino, São Paulo - SP",  1  ,  1  ,  30  ,Vila Clementino,"Rua Borges Lagoa, 1209"
486,3000,  1  ,"Avenida Armando Ferrentini, 668 - Paraíso, São Paulo - SP",  1  ,  --  ,  28  ,Paraíso,"Avenida Armando Ferrentini, 668"
487,5200,  2  ,"Rua Susano, 131 - Jardim Paulista, São Paulo - SP",  1  ,  1  ,  83  ,Jardim Paulista,"Rua Susano, 131"
488,2000,  1  ,"Avenida Moema, 177 - Moema, São Paulo - SP",  1  ,  1  ,  60  ,Moema,"Avenida Moema, 177"
489,1320,  1  ,"Rua Vitoantônio Del Vecchio, , 534 - Parque da Mooca, São Paulo - SP",  1  ,  1  ,  45  ,Parque da Mooca,"Rua Vitoantônio Del Vecchio, , 534"
490,1500,  1  ,"Rua Ministro Godói, 1131 / 1133 - Perdizes, São Paulo - SP",  1  ,  1  ,  30  ,Perdizes,"Rua Ministro Godói, 1131 / 1133"
491,1260,  1  ,"Rua Pedroso Alvarenga, 543 - Itaim Bibi, São Paulo - SP",  1  ,  1  ,  32  ,Itaim Bibi,"Rua Pedroso Alvarenga, 543"
492,2510,  1  ,"Avenida Aratãs, 400 - Indianópolis, São Paulo - SP",  1  ,  1  ,  38  ,Indianópolis,"Avenida Aratãs, 400"
493,2800,  2  ,"Rua Guarará, 58 - Jardim Paulista, São Paulo - SP",  1  ,  1  ,  55  ,Jardim Paulista,"Rua Guarará, 58"
494,1600,  1  ,"Alameda Campinas, , 675 - Jardim Paulista, São Paulo - SP",  1  ,  1  ,  35  ,Jardim Paulista,"Alameda Campinas, , 675"
495,820,  1  ,"Rua Santa Elvira - Parque São Jorge, São Paulo - SP",  1  ,  --  ,  20  ,Parque São Jorge,Rua Santa Elvira
496,1600,  1  ,"Rua da Glória - Liberdade, São Paulo - SP",  1  ,  --  ,  25  ,Liberdade,Rua da Glória
497,1100,  1  ,"Rua Costa, 41 - Consolação, São Paulo - SP",  1  ,  --  ,  28  ,Consolação,"Rua Costa, 41"
498,2200,  1  ,"Rua Saint Hilaire - Jardim Paulista, São Paulo - SP",  1  ,  1  ,  35  ,Jardim Paulista,Rua Saint Hilaire
499,2000,  1  ,"Rua Butantã, 405 - Pinheiros, São Paulo - SP",  1  ,  1  ,  24  ,Pinheiros,"Rua Butantã, 405"
500,2900,  1  ,"Rua Paula Ney, 100 - Vila Mariana, São Paulo - SP",  1  ,  1  ,  38  ,Vila Mariana,"Rua Paula Ney, 100"
501,2000,  1  ,"Rua Fortunato, 291 - Vila Buarque, São Paulo - SP",  1  ,  --  ,  30  ,Vila Buarque,"Rua Fortunato, 291"
502,1900,  1  ,"Rua da Consolação, 3075 - Cerqueira César, São Paulo - SP",  1  ,  1  ,  27  ,Cerqueira César,"Rua da Consolação, 3075"
503,2000,  --  ,"Rua Butantã, 408 - Pinheiros, São Paulo - SP",  1  ,  1  ,  25  ,Pinheiros,"Rua Butantã, 408"
504,1200,  1  ,"Rua São Sebastião, 80 - Vila da Saúde, São Paulo - SP",  1  ,  1  ,  30  ,Vila da Saúde,"Rua São Sebastião, 80"
505,2150,  1  ,"Rua Bela Cintra - Consolação, São Paulo - SP",  1  ,  1  ,  44  ,Consolação,Rua Bela Cintra
506,1850,  1  ,"Rua Tamandaré - Liberdade, São Paulo - SP",  1  ,  1  ,  35  ,Liberdade,Rua Tamandaré
507,1000,  --  ,"Avenida São João - Centro, São Paulo - SP",  1  ,  --  ,  30  ,Centro,Avenida São João
508,1550,  1  ,"Rua Adolfo Reile, 286 - Jardim Celeste, São Paulo - SP",  1  ,  1  ,  35  ,Jardim Celeste,"Rua Adolfo Reile, 286"
509,3200,  1  ,"Rua Batataes, 38 - Jardim Paulista, São Paulo - SP",  1  ,  1  ,  27  ,Jardim Paulista,"Rua Batataes, 38"
510,2900,  --  ,"Avenida Rebouças - Pinheiros, São Paulo - SP",  1  ,  --  ,  24  ,Pinheiros,Avenida Rebouças
511,1400,  1  ,"Rua Doutor Albuquerque Lins, 374 - Santa Cecília, São Paulo - SP",  1  ,  --  ,  50  ,Santa Cecília,"Rua Doutor Albuquerque Lins, 374"
512,3400,  1  ,"Rua Cunha Horta, 59 - Vila Buarque, São Paulo - SP",  1  ,  1  ,  36  ,Vila Buarque,"Rua Cunha Horta, 59"
513,850,  1  ,"Rua José Piragibe, 12 - Vila Indiana, São Paulo - SP",  1  ,  --  ,  15  ,Vila Indiana,"Rua José Piragibe, 12"
514,2600,  --  ,"Rua Paula Ney, 100 - Vila Mariana, São Paulo - SP",  1  ,  1  ,  42  ,Vila Mariana,"Rua Paula Ney, 100"
515,3300,  1  ,"Rua Alvorada - Vila Olímpia, São Paulo - SP",  1  ,  --  ,  26  ,Vila Olímpia,Rua Alvorada
516,1000,  1  ,"República, São Paulo - SP",  1  ,  --  ,  35  ,SP,"República, São Paulo"
517,1300,  1  ,"Rua Major Sertório, 00 - Vila Buarque, São Paulo - SP",  1  ,  --  ,  25  ,Vila Buarque,"Rua Major Sertório, 00"
518,1500,  1  ,"Rua Frei Duarte Jorge de Mendonça, 67 - Vila Andrade, São Paulo - SP",  1  ,  1  ,  33  ,Vila Andrade,"Rua Frei Duarte Jorge de Mendonça, 67"
519,2000,  1  ,"Rua Aurora, 877 - Santa Efigênia, São Paulo - SP",  1  ,  1  ,  38  ,Santa Efigênia,"Rua Aurora, 877"
520,1700,  1  ,"Rua Marie Nader Calfat, 270 - Jardim Ampliação, São Paulo - SP",  1  ,  1  ,  31  ,Jardim Ampliação,"Rua Marie Nader Calfat, 270"
521,1670,  --  ,"Santana, São Paulo - SP",  1  ,  1  ,  35  ,SP,"Santana, São Paulo"
522,2850,  1  ,"Cidade Monções, São Paulo - SP",  2  ,  1  ,  34  ,SP,"Cidade Monções, São Paulo"
523,1100,  1  ,"Rua Maria Antônia, 384 - Vila Buarque, São Paulo - SP",  1  ,  --  ,  25  ,Vila Buarque,"Rua Maria Antônia, 384"
524,2000,  1  ,"Rua Nestor Pestana, 1001 - Consolação, São Paulo - SP",  1  ,  --  ,  35  ,Consolação,"Rua Nestor Pestana, 1001"
525,700,  1  ,"Rua Humaitá - Bela Vista, São Paulo - SP",  1  ,  --  ,  32  ,Bela Vista,Rua Humaitá
526,1850,  1  ,"Rua Helvétia, 980 - Campos Elíseos, São Paulo - SP",  1  ,  1  ,  34  ,Campos Elíseos,"Rua Helvétia, 980"
